Referencia;Nombre;Categoría;Definicion;Caracteristicas
3315;JUEGO DE 7 LLAVES BRISTOL ACERO AL CROMO PULGADA TRUPER;HERRAMIENTA MANUAL;;
1359;KIT DE 6 ACCESORIOS PARA BAï¿½O TOTAL;GRIFERIA;;
1360;JUEGO DE ACOPLES RAPIDO PRETUL;HERRAMIENTA MANUAL;;
1361;JUEGO DE ACOPLES RAPIDO PRETUL;HERRAMIENTA MANUAL;;
1362;JUEGO DE BISTURI CON ESTUCHE PRETUL;HERRAMIENTA MANUAL;;
1363;JUEGO DE 6 BROCAS PARA MADERA TRUPER;HERRAMIENTA MANUAL;;
1894;JUEGO DE 8 BROCAS PARA MADERA TRUPER;ABRASIVOS Y CONSUMIBLES;;
1364;JUEGO DE DADOS CON PUNTAS Y MATRACA;HERRAMIENTA MANUAL;;
3675;JUEGO DE 5 GRATAS ECO;HERRAMIENTA MANUAL;;
1365;JUEGO DE 3 HERRAMIENTAS PARA JARDIN PRETUL;HERRAMIENTA MANUAL;;
1366;JUEGO DE 5 LLAVES MIXTAS MM PRETUL;HERRAMIENTA MANUAL;;
1367;JUEGO DE 7 LLAVES TORX CORTAS CON ORGANIZADOR TRUPER;HERRAMIENTA MANUAL;;
1368;JUEGO DE 7 LLAVES TORX LARGAS CON ORGANIZADOR TRUPER;HERRAMIENTA MANUAL;;
1369;JUEGO DE 21 HERRAMIENTAS MECANICO PRETUL;HERRAMIENTA MANUAL;;
1370;JUEGO DE 25 HERRAMIENTAS MECANICO PRETUL;HERRAMIENTA MANUAL;;
1371;JUEGO DE 10 PUNTAS EN PIEDRA MONTADAS TRUPER;HERRAMIENTA MANUAL;;
1372;JUEGO DE 39 COPAS Y RATCHET PRETUL;HERRAMIENTA MANUAL;;
3317;JUEGO DE 5 SEGUETAS PARA CALADORA METAL TRUPER;HERRAMIENTA ELECTRICA;;
1373;"JUEGO DE 16 SEGUETAS PARA CALADORA ""T"" TRUPER";HERRAMIENTA MANUAL;;
1375;"JUEGO DE 16 SEGUETAS PARA CALADORA ""U"" TRUPER";HERRAMIENTA MANUAL;;
3592;JUEGO DE 3 CEPILLOS PARA TALADRO TRUPER;HERRAMIENTA ELECTRICA;;
3324;JUEGO DE 32 DESTORNILLADORES PARA JOYERO TRUPER;HERRAMIENTA MANUAL;;
1563;JUEGO DE 9 LLAVES MIXTAS STANLEY;HERRAMIENTA MANUAL;;
3336;JUEGO DE 3 PIEZAS COPA PARA CERRADURA PRETUL;HERRAMIENTA MANUAL;;
1377;KIT GRIFERIA SANITARIO FLUIDMASTER;GRIFERIA;;
1378;KIT ESCOLAR PROYECTOS;ELECTRICOS;;
1379;KIT VALVULA TANQUE FLOTADOR BRONCE DTURIN;GRIFERIA;;
1380;KIT GRIFERIA SANITARIA COMPLETA ECO;GRIFERIA;;
1381;KIT GRIFERIA SANITARIA COMPLETO ATLAS GRIVAL 26 CM;GRIFERIA;;
1382;KIT GRIFERIA SANITARIA COMPLETA CROMADA BOCHERINI;GRIFERIA;;
1383;LACA ANTICORROSIVA GRIS AEROCOLOR 300 ML;PINTURAS Y DISOLVENTES;;
1388;LACA EXPERTO BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
1384;LACA EXPERTO BLANCO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
1385;LACA EXPERTO BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
1386;LACA EXPERTO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
1387;LACA EXPERTO BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
1393;LACA EXPERTO NEGRO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
1389;LACA EXPERTO NEGRO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
1390;LACA EXPERTO NEGRO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
1391;LACA EXPERTO NEGRO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
1392;LACA EXPERTO NEGRO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
1394;LINTERNA RECARGABLE LED 30 LUM PRETUL;ELECTRICOS;;
1291;LINTERNA REFLECTORA LED 145 LM PRETUL;HOGAR Y COCINA;;
3211;LAPIZ FABERCASTELL Nï¿½ 2;HERRAMIENTA MANUAL;;
3212;LAPIZ FABERCASTELL ROJO Nï¿½ 2;HERRAMIENTA MANUAL;;
3437;LAVAPLATOS EN ACERO MESON VITAL BASIC 100x52 IZQUIERDO;CONSTRUCCION;;
3438;LAVAPLATOS EN ACERO RADIANTE SUB 60x40;CONSTRUCCION;;
1395;LED COLORES;ELECTRICOS;;
1315;"LIJA DE AGUA 9"" X11"" #220 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1396;"LIJA DE AGUA 9""X11"" #100 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1397;"LIJA DE AGUA 9""X11"" #120 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1398;"LIJA DE AGUA 9""X11"" #150 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1399;"LIJA DE AGUA 9""X11"" #180 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1400;"LIJA DE AGUA 9""X11"" #280 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1401;"LIJA DE AGUA 9""X11"" #320 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1402;"LIJA DE AGUA 9""X11"" #400 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1403;"LIJA DE AGUA 9""X11"" #60 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1404;"LIJA DE AGUA 9""X11"" #600 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1405;"LIJA DE AGUA 9""X11"" #80 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1406;"LIJA DE AGUA MICROFINA 9""X11"" #1000 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1407;"LIJA DE AGUA MICROFINA 9""X11"" #2000 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1408;"LIJA RED 9""X11"" #100 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1409;"LIJA RED 9""X11"" #1000 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1410;"LIJA RED 9""X11"" #120 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1411;"LIJA RED 9""X11"" #150 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1412;"LIJA RED 9""X11"" #180 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1413;"LIJA RED 9""X11"" #220 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1414;"LIJA RED 9""X11"" #240 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1415;"LIJA RED 9""X11"" #320 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1416;"LIJA RED 9""X11"" #400 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1417;"LIJA RED 9""X11"" #600 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1418;"LIJA RED 9""X11"" #80 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1419;"LIJA RED AZUL 9""X11"" #60 PREMIER";ABRASIVOS Y CONSUMIBLES;;
1420;"LIJA TELA FLEXIBLE 4"" #100 1MT";ABRASIVOS Y CONSUMIBLES;;
1421;"LIJA TELA FLEXIBLE 4"" #100 25CM";ABRASIVOS Y CONSUMIBLES;;
1422;"LIJA TELA FLEXIBLE 4"" #100 50CM";ABRASIVOS Y CONSUMIBLES;;
1423;"LIJA TELA FLEXIBLE 4"" #120 1MT";ABRASIVOS Y CONSUMIBLES;;
1424;"LIJA TELA FLEXIBLE 4"" #120 25CM";ABRASIVOS Y CONSUMIBLES;;
1425;"LIJA TELA FLEXIBLE 4"" #120 50CM";ABRASIVOS Y CONSUMIBLES;;
1426;"LIJA TELA FLEXIBLE 4"" #150 1MT";ABRASIVOS Y CONSUMIBLES;;
1427;"LIJA TELA FLEXIBLE 4"" #150 25CM";ABRASIVOS Y CONSUMIBLES;;
1428;"LIJA TELA FLEXIBLE 4"" #150 50CM";ABRASIVOS Y CONSUMIBLES;;
1429;"LIJA TELA FLEXIBLE 4"" #180 1MT";ABRASIVOS Y CONSUMIBLES;;
1430;"LIJA TELA FLEXIBLE 4"" #180 25CM";ABRASIVOS Y CONSUMIBLES;;
1431;"LIJA TELA FLEXIBLE 4"" #180 50CM";ABRASIVOS Y CONSUMIBLES;;
1432;"LIJA TELA FLEXIBLE 4"" #220 1MT";ABRASIVOS Y CONSUMIBLES;;
1433;"LIJA TELA FLEXIBLE 4"" #220 25CM";ABRASIVOS Y CONSUMIBLES;;
1434;"LIJA TELA FLEXIBLE 4"" #220 50CM";ABRASIVOS Y CONSUMIBLES;;
1435;"LIJA TELA FLEXIBLE 4"" #60 1MT";ABRASIVOS Y CONSUMIBLES;;
1436;"LIJA TELA FLEXIBLE 4"" #60 25CM";ABRASIVOS Y CONSUMIBLES;;
1437;"LIJA TELA FLEXIBLE 4"" #60 50CM";ABRASIVOS Y CONSUMIBLES;;
1438;"LIJA TELA FLEXIBLE 4"" #80 1MT";ABRASIVOS Y CONSUMIBLES;;
1439;"LIJA TELA FLEXIBLE 4"" #80 25CM";ABRASIVOS Y CONSUMIBLES;;
1440;"LIJA TELA FLEXIBLE 4"" #80 50CM";ABRASIVOS Y CONSUMIBLES;;
1443;LIJADORA MANUAL ECO;HERRAMIENTA MANUAL;;
1442;LIJADORA MANUAL EN MADERA;GRIFERIA;;
1577;LIJADORA ORBITAL 1/4 HOJA 200 W PROFESIONAL TRUPER;HERRAMIENTA ELECTRICA;;
1444;"LIMA 1/2 CAï¿½A BASTARDA 6"" MANGO TRUPER";HERRAMIENTA MANUAL;;
1445;LIMA PARA JOYERO UNIDAD TRUPER;HERRAMIENTA MANUAL;;
1446;"LIMA PLANA BASTARDA 6"" MANGO TRUPER";HERRAMIENTA MANUAL;;
1447;"LIMA REDONDA BASTARDA 6"" MANGO TRUPER";HERRAMIENTA MANUAL;;
3424;LIMA TRIANGULAR #6 COLIMA;HERRAMIENTA MANUAL;;
1448;"LIMA TRIANGULAR PESADA 6"" MANGO TRUPER";HERRAMIENTA MANUAL;;
1450;LIMPIADOR ELECTRONICO 200ML;LUBRICANTES;;
1449;LIMPIADOR ELECTRONICO  4 0NZ 150ML  CRC;DOTACION INDUSTRIAL;;
1451;LIMPIADOR PVC 1/128 ENAR;PEGANTES;;
1452;LIMPIADOR CPVC 1/128 GERFOR;PEGANTES;;
1453;LIMPIADOR PVC 1/16 ENAR;PEGANTES;;
1454;LIMPIADOR PVC 1/32 ENAR;PEGANTES;;
1455;LIMPIADOR PVC 1/64 ENAR;PEGANTES;;
1456;LIMPIADOR PVC 120 OZ ENAR;PEGANTES;;
1457;LIMPIADOR PVC 56GM 1/64G PAVCO;PEGANTES;;
1459;LINTERNA RECARGABLE  1 LED 100 LUMENES PRETUL;HERRAMIENTA MANUAL;;
3429;LINTERNA RECARGABLE LED 10 LUMENS PRETUL;ELECTRICOS;;
1460;"LLANA DE ESPUMA 9 1/2"" X 4"" LISA PRETUL";HERRAMIENTA MANUAL;;
3417;LLANA DENTADA MANGO MADERA UDUKE;HERRAMIENTA MANUAL;;
1462;LLANA MADERA 24X19CM PINO;HERRAMIENTA MANUAL;;
1463;LLANA MADERA BOCETO PINO;HERRAMIENTA MANUAL;;
1464;LLANA LISA MANGO PLASTICA;HERRAMIENTA MANUAL;;
1465;LLANA PLASTICA GRANDE NARANJA;HERRAMIENTA MANUAL;;
1466;"LLAVE DE TUBO 10"" PRETUL";HERRAMIENTA MANUAL;;
1467;"LLAVE DE TUBO 12"" PRETUL";HERRAMIENTA MANUAL;;
3200;"LLAVE DE TUBO 14"" PRETUL";HERRAMIENTA MANUAL;;
1468;"LLAVE DE TUBO 18"" PRETUL";HERRAMIENTA MANUAL;;
880;LLAVE DESTAPA CUï¿½ETE NARANJA;HERRAMIENTA MANUAL;;
3396;LLAVE EXPANSIVA #6 SEGURITY;HERRAMIENTA MANUAL;;
1470;"LLAVE EXPANSIVA CROMADA 10"" PRETUL";HERRAMIENTA MANUAL;;
1471;"LLAVE EXPANSIVA CROMADA 12"" PRETUL";HERRAMIENTA MANUAL;;
1472;"LLAVE EXPANSIVA CROMADA 6"" PRETUL";HERRAMIENTA MANUAL;;
1473;"LLAVE EXPANSIVA CROMADA 8"" PRETUL";HERRAMIENTA MANUAL;;
3385;LLAVE FLEXIBLE MESON METALICA UNIFER;GRIFERIA;;
3386;LLAVE FLEXIBLE PARED METALICA UNIFER;GRIFERIA;;
1474;LLAVE JARDIN CROM 1/2 GRIVAL;GRIFERIA;;
1475;LLAVE JARDIN EN CAJA LIVIANA PORRAS;GRIFERIA;;
1476;LLAVE JARDIN EN CAJA PESDADA;GRIFERIA;;
1477;LLAVE JARDIN PVC INCERTO METALICO PCP;GRIFERIA;;
1478;LLAVE JARDIN PVC BLANCA RIOPLAST;GRIFERIA;;
1479;"LLAVE JARDIN TERMINAL ABS 1/2"" PRETUL";GRIFERIA;;
1480;LLAVE LAVADERO MANIJA TIPO PALANCA BOCHERINI;GRIFERIA;;
1481;LLAVE LAVAMANOS ABS MANIJA PALANCA BOCHERINI;GRIFERIA;;
1482;LLAVE LAVAMANOS BRIZA + ACOPLE GRIVAL;GRIFERIA;;
1483;LLAVE LAVAMANOS CROMADA RIOPLAST;GRIFERIA;;
1484;LLAVE LAVAMANOS CROMADA UNIFER;GRIFERIA;;
3531;LLAVE LAVAMANOS MEZCLADOR BRIZA GRIVAL;GRIFERIA;;
1485;LLAVE LAVAPLATOS ABS MANIJA CRUCETA BOCHERINI;GRIFERIA;;
1486;LLAVE LAVAPLATOS CROMADA PALANCA BOCHERINI;GRIFERIA;;
1487;LLAVE LAVAPLATOS MEZCLADOR DALIA + CANASTILLA GRIVAL;GRIFERIA;;
1488;LLAVE LAVAPLATOS MEZCLADOR DALIA SIN CANASTILLA GRIVAL;GRIFERIA;;
3530;LLAVE LAVAPLATOS MEZCLADOR NOGAL GRIVAL;GRIFERIA;;
1489;LLAVE LAVAPLATOS MOVIL PARED BOCHERINI;GRIFERIA;;
1490;LLAVE LAVAPLATOS SENCILLA ANTIUS GERFOR;GRIFERIA;;
1491;LLAVE LAVAPLATOS SENCILLA NOGAL GRIVAL;GRIFERIA;;
1492;LLAVE LAVAPLATOS SENCILLA PARED BLANCA BOCCHERINI;GRIFERIA;;
1493;LLAVE LAVAPLATOS MESON ABS BLANCA CRUCETA BOCHERINI;GRIFERIA;;
1494;LLAVE LAVAPLATOS MESON ABS CROMADA CRUCETA BOCHERINI;GRIFERIA;;
1495;LLAVE LAVAPLATOS MESON ABS MANIJA PALANCA BOCHERINI;GRIFERIA;;
1496;"LLAVE MIXTA 1/2"" X144MM PRETUL";HERRAMIENTA MANUAL;;
1497;"LLAVE MIXTA 1/4"" X130MM PRETUL";HERRAMIENTA MANUAL;;
1498;LLAVE MIXTA 10 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1500;LLAVE MIXTA 11 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1499;"LLAVE MIXTA 11/16"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1501;LLAVE MIXTA 12 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1503;LLAVE MIXTA 14 MMX145MM PRETUL;HERRAMIENTA MANUAL;;
1504;LLAVE MIXTA 15 MMX175MM PRETUL;HERRAMIENTA MANUAL;;
1505;LLAVE MIXTA 16 MMX175MM PRETUL;HERRAMIENTA MANUAL;;
1506;LLAVE MIXTA 17 MMX175MM PRETUL;HERRAMIENTA MANUAL;;
1507;LLAVE MIXTA 18 MMX215MM PRETUL;HERRAMIENTA MANUAL;;
1508;LLAVE MIXTA 19 MMX215MM PRETUL;HERRAMIENTA MANUAL;;
1509;"LLAVE MIXTA 3/4"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1510;"LLAVE MIXTA 3/8"" X130MM PRETUL";HERRAMIENTA MANUAL;;
1511;"LLAVE MIXTA 5/16"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1512;"LLAVE MIXTA 5/8"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1513;LLAVE MIXTA 6 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1516;LLAVE MIXTA 7 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1514;"LLAVE MIXTA 7/16"" X130MM PRETUL";HERRAMIENTA MANUAL;;
1515;"LLAVE MIXTA 7/8"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1517;LLAVE MIXTA 8 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1519;LLAVE MIXTA 9 MMX130MM PRETUL;HERRAMIENTA MANUAL;;
1518;"LLAVE MIXTA 9/16"" X165MM PRETUL";HERRAMIENTA MANUAL;;
1520;"LLAVE PARA MANDRIL DE 1/2"" PRETUL";HERRAMIENTA MANUAL;;
3333;LLAVE PARA MANDRIL DE 3/8 PRETUL;HERRAMIENTA MANUAL;;
3337;LLAVE PARA PLOMERO TRUPER;HERRAMIENTA MANUAL;;
1521;LLAVE JARDIN DE BOLA 1/2 BRONCE GRINACA;GRIFERIA;;
1522;LLAVE TERMINAL ANTIFRAUDE GRIVAL;GRIFERIA;;
1523;LLAVERO ALPINISTA;CERRAJERIA Y SEGURIDAD;;
3441;LLAVERO CADENA;CERRAJERIA Y SEGURIDAD;;
3342;LLAVERO CUCHIFLI RESORTE COLORES;CERRAJERIA Y SEGURIDAD;;
1524;LLAVERO DESTORNILLADOR Y DESTAPADOR;CERRAJERIA Y SEGURIDAD;;
3665;LLAVERO FIGURITAS COLORES;CERRAJERIA Y SEGURIDAD;;
3425;LLAVERO MARCADOR PARA LLAVES;HERRAMIENTA MANUAL;;
3208;LLAVERO MULTIHERRAMIENTA 4 FUNCIONES;HERRAMIENTA MANUAL;;
3666;LLAVERO SUPER HEROES;CERRAJERIA Y SEGURIDAD;;
1525;LLAVERO TIPO HERRAMIENTA;CERRAJERIA Y SEGURIDAD;;
1526;LLAVERO TIPO LINTERNA LED PILA LR41;CERRAJERIA Y SEGURIDAD;;
1527;LLAVERO TIPO LLAVE EXPANSIVA;CERRAJERIA Y SEGURIDAD;;
1528;LLAVERO TIPO MOSQUETON;CERRAJERIA Y SEGURIDAD;;
3288;LONAS;CONSTRUCCION;;
1529;LUBRICANTE 6 OZ CRC 180CC;LUBRICANTES;;
1530;LUBRICANTE AFLOJATODO 110 ML TRUPER;LUBRICANTES;;
1531;LUBRICANTE AFLOJATODO 235 ML TRUPER;LUBRICANTES;;
1532;MACETA OCTOGONAL 4 LB TRUPER;HERRAMIENTA MANUAL;;
1533;MACETA OCTOGONAL 2 LB TRUPER;HERRAMIENTA MANUAL;;
1534;MACETA TIPO NEVADA 2 LB PRETUL;HERRAMIENTA MANUAL;;
1535;MACETA TIPO NEVADA 4 LB PRETUL;HERRAMIENTA MANUAL;;
1537;MACHO HEMBRA 3/8 X 1/2 BRONCE;PARTES Y REPUESTOS;;
1538;MACHOS SEMICONICOS 1/4 TRUPER;HERRAMIENTA MANUAL;;
1539;MACHOS SEMICONICOS 1/8 TRUPER;HERRAMIENTA MANUAL;;
1540;MACHOS SEMICONICOS 3/16 TRUPER;HERRAMIENTA MANUAL;;
1541;MACHOS SEMICONICOS 3/8 TRUPER;HERRAMIENTA MANUAL;;
1542;MACHOS SEMICONICOS 5/16 TRUPER;HERRAMIENTA MANUAL;;
1543;MACHOS SEMICONICOS 5/32 TRUPER;HERRAMIENTA MANUAL;;
3334;MACHOS SEMICONICOS 7/16 TRUPER;HERRAMIENTA MANUAL;;
1544;MALLA CON VENA 180X60CM;PERFILES Y WINES;;
1545;MALLA GALLINERO 90CM METALICA 1MT AGROTEK;CONSTRUCCION;;
1546;MALLA GALLINERO 1.80 PLASTICA 1MT AGROTEK;CONSTRUCCION;;
1547;MALLA ZARANDA 90CM 4X4 (R30MT) 1M AGROTEK;CONSTRUCCION;;
1548;MANDRIL 1/2 CON LLAVE 1/2 -2;HERRAMIENTA MANUAL;;
1549;"MANDRIL PARA SIERRA COPA 1/4""";HERRAMIENTA MANUAL;;
1550;"MANDRIL PARA SIERRA COPA 3/8""";HERRAMIENTA MANUAL;;
1551;MANGO ARTICULADO 13 MM PARA COPA;HERRAMIENTA MANUAL;;
1552;"MANGO BERBIQUI 18"" PARA COPAS MANDO 1/2""";HERRAMIENTA MANUAL;;
1554;MANGUERA AZUL PARA GAS PROPANO 1MT;GRIFERIA;;
1555;"MANGUERA CAUCHO LONA 1""";GRIFERIA;;
1556;"MANGUERA CAUCHO LONA 1/2""";GRIFERIA;;
1557;"MANGUERA CAUCHO LONA 1/4""";GRIFERIA;;
1558;"MANGUERA CAUCHO LONA 3/4""";GRIFERIA;;
1559;"MANGUERA CAUCHO LONA 3/8""";GRIFERIA;;
1560;"MANGUERA CAUCHO LONA 5/16""";GRIFERIA;;
1561;"MANGUERA CAUCHO LONA 5/8""";GRIFERIA;;
1564;MANGUERA DE GAS 1 MT;GRIFERIA;;
1565;MANGUERA DE GAS 1.5 MT;TUBERIAS Y ACCESORIOS;;
1566;MANGUERA DE GAS 2 MT;TUBERIAS Y ACCESORIOS;;
1567;MANGUERA DE GAS 3 MT;TUBERIAS Y ACCESORIOS;;
1568;"MANGUERA DE NIVEL 1/2"" 1MT";GRIFERIA;;
1569;"MANGUERA DE NIVEL 1/4"" 1MT";GRIFERIA;;
1570;"MANGUERA DE NIVEL 3/8"" 1MT";GRIFERIA;;
1571;"MANGUERA DE NIVEL 5/16"" 1MT";GRIFERIA;;
1572;MANGUERA FLEXIBLE CROMADA 1.5MT BOCCHERINI;GRIFERIA;;
3214;MANGUERA DE GAS FLEXOMETALICA 1 MT;TUBERIAS Y ACCESORIOS;;
1576;MANGUERA DE GAS 1MT FOSET;GRIFERIA;;
1579;MANGUERA LAVADORA DESAGUE 1.7MT;TUBERIAS Y ACCESORIOS;;
1580;MANGUERA LAVADORA DESAGUE 2.5MT;TUBERIAS Y ACCESORIOS;;
1581;MANGUERA LAVADORA ENTADA TER PLASTICA 2.40MT;TUBERIAS Y ACCESORIOS;;
1584;MANGUERA LAVADORA ENTRADA TER PLï¿½STICA 1.5M;TUBERIAS Y ACCESORIOS;;
1585;MANGUERA LAVADORA FLEX AZUL 1MT;GRIFERIA;;
1586;"MANGUERA PARA AIRE REFORZADA 1/2"" 1MT";GRIFERIA;;
1587;MANGUERA DE SALIDA 11/4 PARA LAVADORA X 1 MT;TUBERIAS Y ACCESORIOS;;
1589;MANGUERA SWAN 1MT;TUBERIAS Y ACCESORIOS;;
1588;MANGUERA SWAN ROLLO 100MT;TUBERIAS Y ACCESORIOS;;
1553;"MANGUERA TIPO RESORTE 1/4"" TRUPER";HERRAMIENTA MANUAL;;
1590;MANIJA CISTERNA BLANCA RIOPLAST;GRIFERIA;;
1591;MANIJA CISTERNA CRISTAL RIOPLAST;GRIFERIA;;
1592;MANIJA CISTERNA CROMO RIOPLAST;GRIFERIA;;
1600;MANIJA CISTERNA PUSH PLASTGRIFOS;HERRAJES Y SOPORTES;;
1593;MANIJA CISTERNA CROMADA GRIVAL;GRIFERIA;;
1594;MANIJA DECO PUNTO N 1;HERRAJES Y SOPORTES;;
1595;MANIJA DECO ARCO N 1;HERRAJES Y SOPORTES;;
1596;MANIJA DECO ARCO N2;HERRAJES Y SOPORTES;;
1597;MANIJA DECO PUNTO N 2;HERRAJES Y SOPORTES;;
1598;MANIJA OLLA EXPRESS;HOGAR Y COCINA;;
1599;MANIJA PUSH UNIVERSALFRONTAL O LATERAL PLASTGRIFOS;GRIFERIA;;
1601;MANIJA PARA TAPA DE OLLA EXPRESS;HOGAR Y COCINA;;
1602;BOTON METALICO BICELADO PEQUEï¿½O;HERRAJES Y SOPORTES;;
1603;MANIJA PARA VENTANA ALUMINIO PAR;HERRAJES Y SOPORTES;;
1604;MANIJA PARA VENTANA BRAZO ROJO PAR;CERRAJERIA Y SEGURIDAD;;
1605;MANITOS ESPEJO;HERRAJES Y SOPORTES;;
3213;MARCADOR SHARPIE;HERRAMIENTA MANUAL;;
1606;"MARCO DE SEGUETA CALADORA  6"" PRETUL";HERRAMIENTA MANUAL;;
1608;"MARCO DE SEGUETA 12"" PRETUL";HERRAMIENTA MANUAL;;
1607;MARCO DE SEGUETA CROMADO ECO;HERRAMIENTA MANUAL;;
1609;MARIPOSA LLAVE 1/2 - 1/2 CUADRANTE;GRIFERIA;;
1610;MARIPOSA LLAVE 1/2 CUADRANTE G;GRIFERIA;;
1611;MARIPOSA LLAVE 1/2 CUADRANTE P;GRIFERIA;;
1612;MARIPOSA LLAVE 1/2 ESTRIADA;GRIFERIA;;
1613;MARIPOSA LLAVE 1/2 UNIVERSAL;GRIFERIA;;
1614;MARRANITO ANTENA;ELECTRICOS;;
1615;MARTILLO CABEZA CONICA FIBRA VIDRIO 27 MM;HERRAMIENTA MANUAL;;
1616;MARTILLO CABEZA CONICA MADERA 18 MM;HERRAMIENTA MANUAL;;
1618;MARTILLO CABEZA CONICA MADERA 27 MM;HERRAMIENTA MANUAL;;
1619;MARTILLO MINI 10 OZ MANGO PRETUL;HERRAMIENTA MANUAL;;
1620;MARTILLO PARA TERMINADOS 11 OZ;HERRAMIENTA MANUAL;;
1626;MASILLA EXPERTO BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
1622;MASILLA EXPERTO BLANCO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
1623;MASILLA EXPERTO BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
1624;MASILLA EXPERTO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
1625;MASILLA EXPERTO BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
1627;MASILLA RALLY DUREPOXY GRANDE;PEGANTES;;
1628;MASILLA RALLY ORIGINAL GRANDE;PEGANTES;;
1629;MASILLA RALLY DUREPOXY PEQUEï¿½A;PEGANTES;;
3693;MASILLA PREMIUM 1/16 GL;PINTURAS Y DISOLVENTES;;
3694;MASILLA PREMIUM 1/8 GL;PINTURAS Y DISOLVENTES;;
1635;MASILLA ROJO URETAN 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
1631;MASILLA ROJO URETAN 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
1632;MASILLA ROJO URETAN 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
1633;MASILLA ROJO URETAN 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
1634;MASILLA ROJO URETAN 1/8 G S;PINTURAS Y DISOLVENTES;;
1578;MAZO MARTILLO DE GOMA 16 OZ PRETUL;HERRAMIENTA MANUAL;;
1636;MAZO MARTILLO DE GOMA 24 OZ PRETUL;HERRAMIENTA MANUAL;;
1637;MAZO MARTILLO DE GOMA 8 OZ PRETUL;HERRAMIENTA MANUAL;;
3189;METALZINC 1/32 PARA TEJA;CONSTRUCCION;;
1638;"LLAVE MEZCLADOR 8"" EN ABS MANIJA TIPO CRUCETA BOCHERINI";GRIFERIA;;
1639;"LLAVE MEZCLADOR 8"" EN ABS MANIJA TIPO PALANCA BOCHERINI";GRIFERIA;;
1640;REGISTRO MEZCLADOR DUCHA SIN REGADERA BRIZA GRIVAL;GRIFERIA;;
1641;MINERAL EN CAJA AMARILLO 500G;CONSTRUCCION;;
1642;MINERAL EN CAJA AZUL 500G;CONSTRUCCION;;
1643;MINERAL EN CAJA NEGRO 500G;CONSTRUCCION;;
1644;MINERAL EN CAJA ROJO 500G;CONSTRUCCION;;
1645;MINERAL EN CAJA VERDE 500G;CONSTRUCCION;;
1646;BOMBA PARA INFLAR BICICLETA MINI 85PSI TRUPER;HERRAMIENTA MANUAL;;
